url,video_id,title,description,view_count,like_count,comment_count_total,repost_count,uploader,uploader_id,uploader_url,channel_id,artist,upload_date,timestamp,duration,hashtags,track,album,width,height,aspect_ratio,webpage_url,thumbnail,transcript_text,follower_count
https://www.tiktok.com/@cbum/video/7561565651748343070,7561565651748343070,Clenching hard😂,Clenching hard😂,2300000,222100,254,5663,cbum,6676416335944188934,https://www.tiktok.com/@cbum,MS4wLjABAAAAzH2VdXgR9YPxLiImanoIBVacOSSkcWaDJy3Or4nh0prL0lE9HoiCsWx0_h4qNzYN,Chris Bumstead,2025-10-15,1760564207,20,,original sound,,1080,1920,0.56,https://www.tiktok.com/@cbum/video/7561565651748343070,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/ocADgLcTewOfGJVrGeKFEJRmAUIrQHfgvjSogI~tplv-tiktokx-origin.image?dr=9636&x-expires=1762056000&x-signature=QOz4pOlW97Cm50kECkUZrtG50do%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast8,"I have a question. When you're up there, are they clenching their cheeks? Is that what you. Yeah, because literally, I always thought that they were so, like, shredded that you didn't have to do anything back there. Are you clenching? Well, clenching. You're clenching hard.",23600000
https://www.tiktok.com/@cbum/video/7561484729174871326,7561484729174871326,Reflecting.,Reflecting.,72500,3733,31,21,cbum,6676416335944188934,https://www.tiktok.com/@cbum,MS4wLjABAAAAzH2VdXgR9YPxLiImanoIBVacOSSkcWaDJy3Or4nh0prL0lE9HoiCsWx0_h4qNzYN,Chris Bumstead,2025-10-15,1760545370,70,,original sound,,1080,1920,0.56,https://www.tiktok.com/@cbum/video/7561484729174871326,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oAUW9AfhV7IAAyR7EaABIOiiVypZcovlB7EeB9~tplv-tiktokx-origin.image?dr=9636&x-expires=1762056000&x-signature=hwh4%2BNL2Lr0NDETvfc2EoSFDPz0%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast8,"Just watch the classic physique prejudging. Definitely. That was like the biggest first moment of just like FOMO. Sitting there watching it being like the moments of calling them on stage and the excitement. But I really think looking at this shit, like given that all year, this is the first moment, the excitement, the calling, the names, opposing, the little like competitive edge you have on that, that's what I missed because I love that so much. But a couple weeks ago when I saw Ryan, Terry, suffering, dieting all these people, I'm like, I do not miss that. And if you don't enjoy the journey towards the end goal, all you want is the end goal. Hey, you're not gonna work as hard to get there, you're not gonna enjoy it. There's just no point. I'd be so much more likely to like let the gas off on so many areas, potentially not even cause I wasn't putting in my effort in. It was definitely the right decision I had to make to leave. But it's still sad cause I fucking love bodybuilding. Like the moments on stage, that first moment all year to stepping on stage, like nothing beats that. Just excitement, nerves, anxiety, stress. And then as it goes and their confidence builds as you're up there, it's just such a cool feeling. And like the competitive nature, not many people get to compete at something at a high level. Something that I will always cherish. And always miss and always grieve. To some extent. That's life, you know. You can't hold on to the most beautiful things forever. Life is impermanent.",23600000
https://www.tiktok.com/@cbum/video/7561215515343998238,7561215515343998238,Olympia Show Day: Retired Edition. Out now on yt.,Olympia Show Day: Retired Edition. Out now on yt.,191200,23800,132,569,cbum,6676416335944188934,https://www.tiktok.com/@cbum,MS4wLjABAAAAzH2VdXgR9YPxLiImanoIBVacOSSkcWaDJy3Or4nh0prL0lE9HoiCsWx0_h4qNzYN,Chris Bumstead,2025-10-14,1760482683,135,,original sound,,1080,1920,0.56,https://www.tiktok.com/@cbum/video/7561215515343998238,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oYCqNBqB0A119WRiiGd2TAIwCibufd5AYIIXza~tplv-tiktokx-origin.image?dr=9636&x-expires=1762056000&x-signature=0LFbuR0lMsUR5oLDdUV7smAPirA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast8,"This is a pretty crazy moment, sitting on the stage, walking up here onto the final Olympia stage, not competing. It's even crazier to have my picture up right now. The last decade of my life has been dedicated to just this and, like, those moments of just excitement and nerves and leading towards something, and now I'm not doing it and, like, understanding that nothing will ever, like, replace the feeling that came from this. Remembering my family up in the crowd, up in the seats up here, just screaming and cheering and pointing at them, giving them the heart, and retiring on this literal stage last year. It's a picture they have up. There's literally me walking out after announcing my retirement. Been like, peace out. I'm done with bodybuilding. Just thinking about, like, how sad it is to walk away from something is such, like, a contrast of perception. Like, there's so much sadness in leaving something, but also so much gratitude to have love something so much that when I walk away from it, it, like, was like, the grieving of a sport. And I feel like one of the things I'm so grateful for was an opportunity for something that I loved and was passionate about, where I had, like, an opportunity to work so hard for something. Like, not many people, I believe, in their life, are lucky enough to have something that they can walk away from. Like, I spent a decade putting Everything I had to being the best at something, whether or not you win or not, to see out your potential and a singular goal. It's something that I will be able to hold on to for the rest of my life. Being like, I gave everything I had and I did what I could to that thing, and I ended up being the best in the world. It's really more so understanding, but we all wanna find our life's purpose and where we're meant to be. And all these things that I felt like, I felt like for the first half of my life at least, there was nowhere else that I was meant to be than on this Olympia stage. Thinking about the amount of relationships I built in my life, in the amount of moments. Annie stressing about not having potatoes. Courtney cooking me all this stuff in the thing. Kelvin running around like crazy. Carly snapping pictures, anxious about all the stuff that are coming. My mom fucking after five minutes of pre judging, losing her voice. Melissa just crying all the time and locked in. Ian, just like, you got this. Getting off stage, texting. Ian be like, how do I look? All those little moments with all the relationships I've built here are so incredible. And I think one of the things that makes me the most sad is, like, being able to celebrate victories with people you love. Comes most when it's like, Something you poured everything into",23600000
https://www.tiktok.com/@cbum/video/7561171234050821406,7561171234050821406,"Congrats brother @Ramon Dino , you deserve it🏆","Congrats brother @Ramon Dino , you deserve it🏆",5800000,827100,3334,38500,cbum,6676416335944188934,https://www.tiktok.com/@cbum,MS4wLjABAAAAzH2VdXgR9YPxLiImanoIBVacOSSkcWaDJy3Or4nh0prL0lE9HoiCsWx0_h4qNzYN,Chris Bumstead,2025-10-14,1760472381,36,,original sound,,1080,1920,0.56,https://www.tiktok.com/@cbum/video/7561171234050821406,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/ooVBqQrRd0oAiKeWxjE5BF7EREnDHAzVGQfvSt~tplv-tiktokx-origin.image?dr=9636&x-expires=1762056000&x-signature=cY9ioZ%2FgfWlL%2B4fLLXMZhi0glvM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast8,"Oh, my god. Oh, my god. Thank you, brother, for motivation for everything, bro. Thank you, brother. Thank you. Thank you. Thank you. You are the best, brother. Thank you. Thank you. Thank you. Thank you. Carry on. Yes. Finally. Finally. You remember, you build your own. Yeah. You build your own. Allah rəhmət eləsin",23600000
https://www.tiktok.com/@cbum/video/7560849509262118199,7560849509262118199,What I did not see coming after retirement.,What I did not see coming after retirement.,165900,8789,39,57,cbum,6676416335944188934,https://www.tiktok.com/@cbum,MS4wLjABAAAAzH2VdXgR9YPxLiImanoIBVacOSSkcWaDJy3Or4nh0prL0lE9HoiCsWx0_h4qNzYN,Chris Bumstead,2025-10-13,1760397483,80,,original sound,,1080,1920,0.56,https://www.tiktok.com/@cbum/video/7560849509262118199,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oAIY2eIAk9AFHExiHzji12feyDDOHCxIsAKRAt~tplv-tiktokx-origin.image?dr=9636&x-expires=1762056000&x-signature=n9VlJurIfC7gd9NzHNXBPzPz%2FQg%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast8,"Were you aware before you decided to retire and retired, how difficult retirement would be? It's funny, the way my mind works is like a sense of cope. I'm like, I know it's gonna be hard, but I don't know what's gonna come. And I think what I thought I was going to miss was, like, being mr. Olympia, getting on stage, prep, all the things in between. But one of the moments where it hit me really hard, and I'm not even proud to admit this, is that I went on Instagram and I looked at my followers and it was like, last month you decreased 10,000. And I was like, oh, I've had this feeling in my body that I didn't like that. I've told myself for a decade that I don't give a fuck about that, but it's easy to say when it's just constant skyrocket up, like, I don't care about the success, I'm not attached to this. And all of a sudden, it was like, not there. It just made me really go inside and be like, what? What was I doing it for? What did I really care about? What was like, the have to. Is that I had to do it to be good enough. Was it because of the attention and all the stuff? Before it was like, the love of the sport, it was love of bodybuilding. And then it became this attachment to this, like, need of, like, what came With it all those stuff are incredible. Don't get me wrong, it's not like my don't value having money and attention. Like I'm human, I enjoy it. But it's not what was making me feel good day today. It was taking away from my ability to be at home and I would be like, I have to eat again. I missed a meal, I came to an event, I lost a pound. Are my legs big enough this year? I feel like my waist got bigger. Like, am I gonna be good enough to be the best in the world? That pulls you away from being present in your day to day life cause you're constantly worrying about that. And that's because I became more attached to the outcome than just the love of the game.",23600000
https://www.tiktok.com/@cbum/video/7560760057869241655,7560760057869241655,Where to find self worth.,Where to find self worth.,108000,4236,30,71,cbum,6676416335944188934,https://www.tiktok.com/@cbum,MS4wLjABAAAAzH2VdXgR9YPxLiImanoIBVacOSSkcWaDJy3Or4nh0prL0lE9HoiCsWx0_h4qNzYN,Chris Bumstead,2025-10-13,1760376676,71,,original sound,,1080,1920,0.56,https://www.tiktok.com/@cbum/video/7560760057869241655,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/okI40l2ivO3UitgnDUAEIGBCBN144AUXXuiOa~tplv-tiktokx-origin.image?dr=9636&x-expires=1762056000&x-signature=D7sI2%2F%2BKl46prQzhGJu%2BNWRmcVk%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast8,"Where do you think about self worth coming from post retirement? I would say by genuinely knowing and believing that I'm living up to what my most important values are. For example, if I wanna be a good father, if I know I'm showing up as being a good father, that's my value, that's within my control, then I feel good. But the difference of that of like, oh, I want my daughter to love me or be happy with me, or whatever it might be, something like that, is out of your control in the moment. And those are what I would worry for, where if my daughter looked at me, she's like, I hate you, dad, which probably will inevitably happen at some point. And then my self worth is attached to her not hating me. So then I have a crumble and I believe it, and then I act in a certain way rather than being able to dissociate with that and be like, what are my values? Being a good dad. Am I being a good dad? Yeah. Yes, I know I have been being a good dad myself. Worth isn't attached her not saying she hates me. It's in how I know I show up. Hmm. And in believing in my character and who I'm being. So when she says, I hate you, dad, I can not react to that and be able to be like, something's going on with her. What is she experiencing? And I don't have to have the selfish response of, well, I need to get her to love me now. It's like, no, she's hurting right now. Let me be there for her. I mean, that's the double cheat code of being a good dad and having controlled self worth, but learning to learn what your values are and live by them in a way that they're within your control. Hmm.",23600000
https://www.tiktok.com/@cbum/video/7560466055160679694,7560466055160679694,How quickly an Olympia Level Physique falls apart after not training,How quickly an Olympia Level Physique falls apart after not training,361200,24700,51,335,cbum,6676416335944188934,https://www.tiktok.com/@cbum,MS4wLjABAAAAzH2VdXgR9YPxLiImanoIBVacOSSkcWaDJy3Or4nh0prL0lE9HoiCsWx0_h4qNzYN,Chris Bumstead,2025-10-12,1760308203,48,,original sound,,1080,1920,0.56,https://www.tiktok.com/@cbum/video/7560466055160679694,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/o8jQgH7QFwYVD5o8sFCEEiEGYDgefwAbRABuHS~tplv-tiktokx-origin.image?dr=9636&x-expires=1762056000&x-signature=vly8MchZoLZ4vxcAvrbDNE3TPfE%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast8,"I'm interested, and I'm sure a lot of other people are, in how quickly an Olympia level physique falls apart when you stop training. It's tough to answer because of my injury I had this year, it was holding on, like, real good until I had like, the shoulder surgery, and then I took three months off training. And in the midst of that, I'm like, I'm gonna do a 80 hour fast because I have never been able to do this as a bodybuilder, and it's great for my health. I lost like eight pounds doing that alone. At that point, I lost about 25 pounds of muscle, which it was drastic on my physique, but then it bounced back quick, too. I think muscle memory is absolutely insane. I think it's harder than people realize to really lose that muscle. Obviously there's the PED side of things, and I'm not doing that shit anymore. I'm still on TRT. Because once you run that kind of stuff, you kind of need to, which is the dangers of doing at a young age. Uh huh. But it's life. So me not doing all that stuff anymore and just eating healthy and training hard because I love it, I can still be 250 pounds, like, no problem.",23600000
https://www.tiktok.com/@cbum/video/7560430534782979383,7560430534782979383,The key to big lats🤝,The key to big lats🤝,137000,7315,44,179,cbum,6676416335944188934,https://www.tiktok.com/@cbum,MS4wLjABAAAAzH2VdXgR9YPxLiImanoIBVacOSSkcWaDJy3Or4nh0prL0lE9HoiCsWx0_h4qNzYN,Chris Bumstead,2025-10-12,1760299936,26,,original sound,,1080,1920,0.56,https://www.tiktok.com/@cbum/video/7560430534782979383,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oE3DIuo6BFRqEd6EFAA3sQQDYgfS7bgBKSfV05~tplv-tiktokx-origin.image?dr=9636&x-expires=1762056000&x-signature=WIjQD3%2B7NTHmT94hLw3zplShf30%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast8,,23600000
https://www.tiktok.com/@cbum/video/7560032397597609271,7560032397597609271,8 Km Hyrox Circuit in 2026?🤷🏻‍♀️,8 Km Hyrox Circuit in 2026?🤷🏻‍♀️,114500,3730,25,49,cbum,6676416335944188934,https://www.tiktok.com/@cbum,MS4wLjABAAAAzH2VdXgR9YPxLiImanoIBVacOSSkcWaDJy3Or4nh0prL0lE9HoiCsWx0_h4qNzYN,Chris Bumstead,2025-10-11,1760207237,26,,original sound,,1080,1920,0.56,https://www.tiktok.com/@cbum/video/7560032397597609271,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oEYEcfqq5gYRBdBIBh7iAeBSoD6iIq3mo6FEJb~tplv-tiktokx-origin.image?dr=9636&x-expires=1762056000&x-signature=%2BuHB3omTT6W97ERvFVYHxYSuPJg%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast8,Chris is gonna do his first high rocks with me within 365 days. This time next year after the Olympia. Perfect. I can't make that promise. You can make a soft promise. I'll do one eventually. Pinky swear me. I'll do one eventually. I'll do doubles and I'll do 80% of the work. I still have to run. That's okay. Take me seven hours to run. Eight. What you can do is you'll start the run while I do the station. We're doing high rocks. You guys hold them accountable. He has to do it within this. After Olympia 2026,23600000
https://www.tiktok.com/@cbum/video/7559963806663773495,7559963806663773495,Olympia Week… one year apart.,Olympia Week… one year apart.,136100,8974,35,37,cbum,6676416335944188934,https://www.tiktok.com/@cbum,MS4wLjABAAAAzH2VdXgR9YPxLiImanoIBVacOSSkcWaDJy3Or4nh0prL0lE9HoiCsWx0_h4qNzYN,Chris Bumstead,2025-10-11,1760191253,35,,original sound,,1080,1920,0.56,https://www.tiktok.com/@cbum/video/7559963806663773495,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/os8UOXAQIdGA1kfLMGC8vRxXSqeHjIBDQ0iHey~tplv-tiktokx-origin.image?dr=9636&x-expires=1762056000&x-signature=bVGuXraXHTQYVudBOxdmara2eVk%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast8,"Pretty crazy we're just talking about last year. Wednesday I was do my last workout before my last ever Olympia. Just fucking smoked. Low carb, hadn't made weight yet. Just like dragon ass. Trying to like get through it. Literally like doing one set of bicep, being like, enough, can we go home? I don't have the energy. And now I'm like ripping through a random circuit style workout full of energy, having more energy at the end of it. Doing it with the raw team, cause last year we had all this raw athlete come booth, all these things, I couldn't even see them. This year I get to kind of be on the other side of things, which is fun in its own way. So pretty cool how quickly life changes, how drastic one year apart can make life be very different.",23600000
